אֵאוֹגֶנִיקָה	QeQWgE!niqaH	eoge!nika
סְפּוֹנְטָנִיּוּת	spWnTa!nI_yut	sponta!nijut
סְפּוֹנְסֶר	spW!nsEr	spo!nser
סִפּוּק	sI_pu!q	sipu!k
סָפוּק	safu!q	safu!k
סִפּוּר	sI_pu!r	sipu!r
סָפוֹר	safW!r	safo!r
סָפוּר	safu!r	safu!r
סְפּוֹרָדִי	spWra!di	spora!di
סְפּוֹרְט	spW!rT	spo!rt
סְפּוֹרְטַאי	s3pWr3TA!Ny	sporta!j
סְפּוֹרְטִיבִי	spWrTi!vi	sporti!vi
סִפּוּרִי	sI_puri!	sipuri!
סִפֵּחַ	sI_pe!jÁ	sipe!ax
סֶפַח	sE!fAj	se!fax
סָפַח	safA!j	safa!x
סֻפַּח	sU_pA!j	supa!x
סַפַּחַת	sA_pA!jAt	sapa!xat
סֶפְּטֶמְבֶּר	sE_p3TE!mbEr	septe!mber
סֶפְּטֶמְבֶּר	sE_pTE!mbEr	septe!mber
סָפִיג	safi!g	safi!g
סְפִיגָה	s3figa!H	sfiga!
סְפִיגוּת	s3figu!t	sfigu!t
סְפִידָה	s3fida!H	sfida!
סְפִּידָה	s3pida!H	spida!
סְפִּידוֹמֶטֶר	spidWmE!TEr	spidome!ter
סַפְּיוֹסֶקְסוּאָל	sA_p3yWsEqsuQa!l	sapjoseksua!l
סָפִיחַ	safi!jÁ	safi!ax
סְפִיחָה	s3fija!H	sfixa!
סְפִּין	spi!n	spi!n
סְפִּינְאוֹף	spi!nQWf	spi!nʔof
סְפִינְג׳	s3fi!nG	sfi!ndʒ
סְפִינָה	s3fina!H	sfina!
סְפִּינִינְג	spi!ning	spi!ning
סְפִינְקְס	sfi!nqs	sfi!nks
סְפִיקָה	s3fiqa!H	sfika!
סַפִּיר	sA_pi!r	sapi!r
סָפִיר	safi!r	safi!r
סְפִירָה	s3fira!H	sfira!
סְפִּירוֹמֶטֶר	spirWmE!TEr	spirome!ter
סְפִּירִיטוּאָלִיזְם	spiriTuQali!zm	spirituali!zm
סְפִּירִיטִיזְם	spiriTi!zm	spiriti!zm
סְפִּירָלִי	spira!li	spira!li
סֵפֶל	se!fEl	se!fel
סַפְלוּל	sAflu!l	saflu!l
סַפָּן	sA_pa!n	sapa!n
סָפַן	safA!n	safa!n
סַפָּנוּת	sA_panu!t	sapanu!t
סִפְסוּר	sIfsu!r	sifsu!r
סִפְסֵל	sIfse!l	sifse!l
סַפְסָל	sAfsa!l	safsa!l
סִפְסֵף	sIfse!f	sifse!f
סִפְסֵר	sIfse!r	sifse!r
סַפְסָר	sAfsa!r	safsa!r
סְפֶּצִיפִי	spEZi!fi	spetsi!fi
סְפֶּצִיפִית	s3pEZi!fit	spetsi!fit
סִפֵּק	sI_pe!q	sipe!k
סַפָּק	sA_pa!q	sapa!k
סָפֵק	safe!q	safe!k
סָפַק	safA!q	safa!k
סֻפַּק	sU_pA!q	supa!k
סְפֵקָה	s3feqa!H	sfeka!
סְפֶּקוּלָטִיבִי	spEqulaTi!vi	spekulati!vi
סְפֵּקוּלַצְיָה	spequlA!ZyaH	spekula!tsja
סְפֶּקְטָקוּלָרִי	spEqTaqula!ri	spektakula!ri
סְפֶּקְטְרוּם	spE!qTrum	spe!ktrum
סְפֶּקְטְרוֹסְקוֹפּ	spEqTrWsqW!_p	spektrosko!p
סְפֶּקְטְרוֹסְקוֹפְּיָה	spEqTrWsqW!_pyaH	spektrosko!pja
סְפֶּקְטְרוֹפוֹטוֹמֶטֶר	spEqTrWfWTWmE!TEr	spektrofotome!ter
סְפֶּקְטְרָלִי	spEqTra!li	spektra!li
סַפְקָן	sAfqa!n	safka!n
סַפְקָנִי	sAfqani!	safkani!
סְפָר	s3fa!r	sfa!r
סִפֵּר	sI_pe!r	sipe!r
סֵפֶר	se!fEr	se!fer
סַפָּר	sA_pa!r	sapa!r
סָפַר	safA!r	safa!r
סְפָרַד	s3farA!d	sfara!d
סְפָרַדִּי	s3farA_ḍi!	sfaradi!
סְפָרַדִּית	s3farA_ḍi!t	sfaradi!t
סְפֵרָה	sfe!raH	sfe!ra
סִפְרָה	sIfra!H	sifra!
סִפְרוֹן	sIfrW!n	sifro!n
סִפְרוּר	sIfru!r	sifru!r
סִפְרוּת	sIfru!t	sifru!t
סִפְרוּתִי	sIfruti!	sifruti!
סֶפָּרָטִיסְטִי	sE_paraTi!sTi	separati!sti
סְפַּרְטָנִי	spArTa!ni	sparta!ni
סִפְרִיָּה	sIfrI_ya!H	sifrija!
סְפֵּרְמוֹפִיט	spermWfi!T	spermofi!t
סְפֵּרְמַטוֹפִיט	spermATWfi!T	spermatofi!t
סַפְרָן	sAfra!n	safra!n
סַפְרָנוּת	sAfranu!t	safranu!t
סִפְרֵר	sIfre!r	sifre!r
סֻפְרַר	sUfrA!r	sufra!r
סִפְרֵת	sIfre!t	sifre!t
סִפֹּרֶת	sI_po!rEt	sipo!ret
סִפְרָתִי	sIfrati!	sifrati!
סְפֵּשְׁל	spe!cl	spe!ʃl
סָפַת	safA!t	safa!t
סְצֵנָה	s3Ze!naH	stse!na
סְקְווֹשׁ	sqVW!c	skwo!ʃ
סִקּוּל	sI_qu!l	siku!l
סָקוּל	saqu!l	saku!l
סֶקוּלָרִי	sEqula!ri	sekula!ri
סִקּוּס	sI_qu!s	siku!s
סִקּוּר	sI_qu!r	siku!r
סָקוּר	saqu!r	saku!r
סְקֶטְבּוֹרְד	sqE!TbWrd	ske!tbord
סֶקְטוֹרְיָאלִי	sEqTWrya!Nli	sektorja!li
סְקִי	sqi!	ski!
סְקִילָה	s3qila!H	skila!
סְקִיפֶּר	s3qi!_pEr	ski!per
סְקִיצָה	sqi!ZaH	ski!tsa
סְקִירָה	s3qira!H	skira!
סִקֵּל	sI_qe!l	sike!l
סָקַל	saqA!l	saka!l
סְקָלָר	sqala!r	skala!r
סְקַנְדִּינָבִי	s3qAnḍina!vi	skandina!vi
סְקַנְדִּינַבְיָה	sqAnḍinA!vyaH	skandina!vja
סְקַנְדָּל	sqAnḍa!l	skanda!l
סֶקַנְס	sE!qAns	se!kans
סֶקְס	sE!qs	se!ks
סֶקְסוּאָלִי	sEqsuQa!li	seksua!li
סֶקְסוֹלוֹג	sEqsWlW!g	seksolo!g
סֶקְסוֹלוֹגְיָה	sEqsWlW!gyaH	seksolo!gja
סַקְסוֹפוֹן	sAqsWfW!n	saksofo!n
סַקְסוֹפוֹנִיסְט	sAqsWfWni!sT	saksofoni!st
סֶקְסִי	sE!qsi	se!ksi
סֶקְסִיזְם	sEqsi!zm	seksi!zm
סֶקְסִיסְטִי	sEqsi!sTi	seksi!sti
סְקֶפְּטִי	sqE!_pTi	ske!pti
סְקֶפְּטִיּוּת	sqE!_pTI_yut	ske!ptijut
סֶקְצְיָה	sE!qZyaH	se!ktsja
סִקֵּר	sI_qe!r	sike!r
סִקַּר	sI_qA!r	sika!r
סֶקֶר	sE!qEr	se!ker
סָקַר	saqA!r	saka!r
סִקְרֵן	sIqre!n	sikre!n
סַקְרָן	sAqra!n	sakra!n
סֻקְרַן	sUqrA!n	sukra!n
סַקְרָנוּת	sAqranu!t	sakranu!t
סַקְרָנִי	sAqrani!	sakrani!
סִקְרֵר	sIqre!r	sikre!r
סֵר	se!r	se!r
סַר	sA!r	sa!r
סָר	sa!r	sa!r
סֵרֵב	sere!v	sere!v
סֵרַב	serA!v	sera!v
סֹרַב	sorA!v	sora!v
סִרְבּוּל	sIrbu!l	sirbu!l
סֶרְבְּיָה	sE!rbyaH	se!rbja
סִרְבֵּל	sIrbe!l	sirbe!l
סַרְבָּל	sArba!l	sarba!l
סַרְבָן	sArva!n	sarva!n
סַרְבָנוּת	sArvanu!t	sarvanu!t
סַרְבָנִי	sArvani!	sarvani!
סֵרֵג	sere!g	sere!g
סָרַג	sarA!g	sara!g
סִרְגּוּל	sIrǵu!l	sirgu!l
סִרְגֵּל	sIrǵe!l	sirge!l
סַרְגֵּל	sArǵe!l	sarge!l
סַרְגֵ׳נְט	sA!rGenT	sa!rdʒent
סַרְדִּין	sArḍi!n	sardi!n
סִרְהֵב	sIrhe!v	sirhe!v
סֵרוּב	seru!v	seru!v
סֵרוּבְנִיק	seru!v3niq	seru!vnik
סֵרוּג	seru!g	seru!g
סָרוּג	saru!g	saru!g
סָרוּחַ	saru!jÁ	saru!ax
סָרוּט	saru!T	saru!t
סֵרוּס	seru!s	seru!s
סֵרוּק	seru!q	seru!k
סָרוּק	saru!q	saru!k
סָרוּר	saru!r	saru!r
סֶרַח	sE!rAj	se!rax
סָרַח	sarA!j	sara!x
סִרְחוֹן	sIrjW!n	sirxo!n
סִרָחוֹן	sIrajW!n	siraxo!n
סֵרָחוֹן	serajW!n	seraxo!n
סַרְחָן	sArja!n	sarxa!n
סֵרֵט	sere!T	sere!t
סֶרֶט	sE!rET	se!ret
סָרַט	sarA!T	sara!t
סִרְטֵב	sIrTe!v	sirte!v
סִרְטוּט	sIrTu!T	sirtu!t
סִרְטוֹן	sIrTW!n	sirto!n
סִרְטוּן	sIrTu!n	sirtu!n
סִרְטֵט	sIrTe!T	sirte!t
סַרְטָט	sArTa!T	sarta!t
סֶרְטִיפִיקָט	sErTifiqa!T	sertifika!t
סִרְטֵן	sIrTe!n	sirte!n
סַרְטָן	sArTa!n	sarta!n
סַרְטָנִי	sArTani!	sartani!
סָרִיג	sari!g	sari!g
סְרִיגָה	s3riga!H	sriga!
סְרִיחָה	s3rija!H	srixa!
סְרִיטָה	s3riTa!H	srita!
סָרִיס	sari!s	sari!s
סָרִיסוּת	sarisu!t	sarisu!t
סָרִיק	sari!q	sari!k
סְרִיקָה	s3riqa!H	srika!
סְרִירָה	s3rira!H	srira!
סָרַךְ	sarA!x	sara!x
סִרְכּוּז	sIrku!z	sirku!z
סִרְכֵּז	sIrke!z	sirke!z
סַרְכֶּזֶת	sArkE!zEt	sarke!zet
סֶרֶן	sE!rEn	se!ren
סֶרֶנָדָה	sErEna!daH	serena!da
סֵרֵס	sere!s	sere!s
סֵרַס	serA!s	sera!s
סֹרַס	sorA!s	sora!s
סַרְסוּר	sArsu!r	sarsu!r
סִרְסֵר	sIrse!r	sirse!r
סַרְסָרוּת	sArsaru!t	sarsaru!t
סַרְעָף	sArRa!f	sarʔa!f
סַרְעֶפֶת	sArRE!fEt	sarʔe!fet
סִרְפָּד	sIrpa!d	sirpa!d
סְרָק	s3ra!q	sra!k
סֵרֵק	sere!q	sere!k
סֵרַק	serA!q	sera!k
סָרַק	sarA!q	sara!k
סֹרַק	sorA!q	sora!k
סַרְקוֹפָג	sArqWfa!g	sarkofa!g
סַרְקַזְם	sArqA!zm	sarka!zm
סַרְקַסְטִי	sArqA!sTi	sarka!sti
סָרַר	sarA!r	sara!r
סָשִׁימִי	saci!mi	saʃi!mi
סֶשֶׁן	sE!cEn	se!ʃen
סֶת	sE!t	se!t
סְתַגְּלָן	s3tA_ǵ3la!n	stagla!n
סְתַגְּלָנוּת	s3tA_ǵ3lanu!t	staglanu!t
סְתַגְּלָנִי	s3tA_ǵ3lani!	staglani!
סְתָו	s3ta!w	sta!v
סְתָוִי	s3tawi!	stavi!
סִתּוּם	sI_ṭu!m	situ!m
סָתוּם	satu!m	satu!m
סָתוּר	satu!r	satu!r
סִתּוּת	sI_ṭu!t	situ!t
סְתִימָה	s3tima!H	stima!
סְתִירָה	s3tira!H	stira!
סְתָם	s3ta!m	sta!m
סִתֵּם	sI_ṭe!m	site!m
סֶתֶם	sE!tEm	se!tem
סָתַם	satA!m	sata!m
סְתָמִי	s3tami!	stami!
סְתָמִיּוּת	s3tamI_yu!t	stamiju!t
סִתֵּר	sI_ṭe!r	site!r
סֵתֶר	se!tEr	se!ter
סָתַר	satA!r	sata!r
סִתֵּת	sI_ṭe!t	site!t
סַתָּת	sA_ṭa!t	sata!t
סֻתַּת	sU_ṭA!t	suta!t
סַתָּתוּת	sA_ṭatu!t	satatu!t
עָב	Ra!v	a!v
עִבֵּב	RI_be!v	ibe!v
עִבֵּד	RI_be!d	ibe!d
עֶבֶד	RE!vEd	e!ved
עָבַד	RavA!d	ava!d
עֻבְדָּה	RUvḍa!H	uvda!
עַבְדוּת	RAvdu!t	avdu!t
עַבְדְּקָן	RAvḍ3qa!n	avdeka!n
עֻבְדָּתִי	RUvḍati!	uvdati!
עִבָּה	RI_ba!H	iba!
עָבֶה	RavE!H	ave!
עָבָה	Rava!H	ava!
עֻבָּה	RU_ba!H	uba!
עִבּוּד	RI_bu!d	ibu!d
עָבוּד	Ravu!d	avu!d
עֲבוֹדָה	RávWda!H	avoda!
עֲבוֹדֹנֶת	RávWdo!nEt	avodo!net
עֲבוֹט	RávW!T	avo!t
עָבוּט	Ravu!T	avu!t
עִבּוּי	RI_bu!y	ibu!j
עֲבוּר	Rávu!r	avu!r
עִבּוּר	RI_bu!r	ibu!r
עָבוּר	Ravu!r	avu!r
עָבוּשׁ	Ravu!c	avu!ʃ
עִבֵּט	RI_be!T	ibe!t
עָבַט	RavA!T	ava!t
עֲבִי	Rávi!	avi!
עֹבִי	Ro!vi	o!vi
עֲבִידָה	Rávida!H	avida!
עָבִיט	Ravi!T	avi!t
עֲבִיטָה	RáviTa!H	avita!
עָבִיר	Ravi!r	avi!r
עֲבִירָה	Rávira!H	avira!
עַבָּם	RA_ba!m	aba!m
עִבֵּר	RI_be!r	ibe!r
עֵבֶר	Re!vEr	e!ver
עָבַר	RavA!r	ava!r
עָבָר	Rava!r	ava!r
עֻבָּר	RU_ba!r	uba!r
עֲבֵרָה	Rávera!H	avera!
עֲבָרָה	Rávara!H	avara!
עֶבְרָה	REvra!H	evra!
עִבְרוּת	RIvru!t	ivru!t
עִבְרִי	RIvri!	ivri!
עֻבָּרִי	RU_bari!	ubari!
עֲבַרְיָן	RávArya!n	avarja!n
עֲבַרְיָנוּת	RávAryanu!t	avarjanu!t
עֲבַרְיָנִי	RávAryani!	avarjani!
עִבְרִית	RIvri!t	ivri!t
עִבְרֵר	RIvre!r	ivre!r
עִבְרֵת	RIvre!t	ivre!t
עָבֵשׁ	Rave!c	ave!ʃ
עָבַשׁ	RavA!c	ava!ʃ
עֹבֶשׁ	Ro!vEc	o!veʃ
עַבְשׁוּשִׁי	RAvcuci!	avʃuʃi!
עִבֵּת	RI_be!t	ibe!t
עָבֹת	Ravo!t	avo!t
עָג	Ra!g	a!g
עִגֵּב	RI_ǵe!v	ige!v
עָגַב	RagA!v	aga!v
עַגְבָן	RAgva!n	agva!n
עַגְבָנִי	RAgvani!	agvani!
עַגְבָנִיָּה	RAgvanI_ya!H	agvanija!
עַגֶּבֶת	RA_ǵE!vEt	age!vet
עָגָה	Raga!H	aga!
עָגוּב	Ragu!v	agu!v
עִגּוּל	RI_ǵu!l	igu!l
עָגוּם	Ragu!m	agu!m
עִגּוּן	RI_ǵu!n	igu!n
עָגוּן	Ragu!n	agu!n
עָגוּר	Ragu!r	agu!r
עֲגוּרָן	Rágura!n	agura!n
עֲגוּרָנַאי	RáguranA!Ny	agurana!j
עֲגִיבָה	Rágiva!H	agiva!
עָגִיל	Ragi!l	agi!l
עֲגִילוּת	Rágilu!t	agilu!t
עֲגִימָה	Rágima!H	agima!
עֲגִינָה	Rágina!H	agina!
עֲגִינוּת	Ráginu!t	aginu!t
עִגֵּל	RI_ǵe!l	ige!l
עֵגֶל	Re!gEl	e!gel
עָגַל	RagA!l	aga!l
עָגֹל	Rago!l	ago!l
עֻגַּל	RU_ǵA!l	uga!l
עֲגַלְגַּל	RágAlǵA!l	agalga!l
עֲגָלָה	Rágala!H	agala!
עֲגֻלָּה	RágU_la!H	agula!
עֶגְלוֹן	REglW!n	eglo!n
עַגְלוּת	RAglu!t	aglu!t
עִגֵּם	RI_ǵe!m	ige!m
עָגַם	RagA!m	aga!m
עׇגְמָה	ROgma!H	ogma!
עַגְמוּמִי	RAgmumi!	agmumi!
עַגְמִימוּת	RAgmimu!t	agmimu!t
עִגֵּן	RI_ǵe!n	ige!n
עָגַן	RagA!n	aga!n
עֹגֶן	Ro!gEn	o!gen
עֵד	Re!d	e!d
עַד	RA!d	a!d
עֵדָה	Reda!H	eda!
עָדָה	Rada!H	ada!
עִדּוּד	RI_ḍu!d	idu!d
עָדוּי	Radu!y	adu!j
עִדּוּן	RI_ḍu!n	idu!n
עִדּוּר	RI_ḍu!r	idu!r
עָדוּר	Radu!r	adu!r
עֵדוּת	Redu!t	edu!t
עֲדִי	Rádi!	adi!
עֲדִיָּה	RádI_ya!H	adija!
עֲדַיִן	RádA!yIn	ada!in
עָדִין	Radi!n	adi!n
עָדִיף	Radi!f	adi!f
עֲדִיפוּת	Rádifu!t	adifu!t
עֲדִירָה	Rádira!H	adira!
עִדְכּוּן	RIdku!n	idku!n
עִדְכֵּן	RIdke!n	idke!n
עֻדְכַּן	RUdkA!n	udka!n
עַדְכָּנִי	RAdkani!	adkani!
עִדֵּן	RI_ḍe!n	ide!n
עִדָּן	RI_ḍa!n	ida!n
עֵדֶן	Re!dEn	e!den
עֻדַּן	RU_ḍA!n	uda!n
עֶדְנָה	REdna!H	edna!
עָדַף	RadA!f	ada!f
עֹדֶף	Ro!dEf	o!def
עִדֵּר	RI_ḍe!r	ide!r
עֵדֶר	Re!dEr	e!der
עָדַר	RadA!r	ada!r
עֶדְרִי	REdri!	edri!
עֲדָשׁ	Ráda!c	ada!ʃ
עֲדָשָׁה	Rádaca!H	adaʃa!
עַדְשָׁנִי	RAdcani!	adʃani!
עֲדָתִי	Rádati!	adati!
עוֹבֵד	RWve!d	ove!d
עוֹבֵר	RWve!r	ove!r
עוֹגֵב	RWge!v	oge!v
עוּגָב	Ruga!v	uga!v
עוּגָבַאי	RugavA!Ny	ugava!j
עוּגָה	Ruga!H	uga!
עוּגִיָּה	RugI_ya!H	ugija!
עוּגִית	Rugi!t	ugi!t
עוֹגֵן	RWge!n	oge!n
עוֹד	RW!d	o!d
עוּד	Ru!d	u!d
עִוֵּד	RI_we!d	ive!d
עוֹדֵד	RWde!d	ode!d
עוֹדֶה	RWdE!H	ode!
עוֹדֵף	RWde!f	ode!f
עוֹדֵר	RWde!r	ode!r
עִוָּה	RI_wa!H	iva!
עָוָה	Rawa!H	ava!
עוֹוֶה	RWwE!H	ove!
עִוּוּי	RI_wu!y	ivu!j
עָווֹן	RawW!n	avo!n
עָווּף	Rawu!f	avu!f
עִוּוּת	RI_wu!t	ivu!t
עוֹזֵב	RWze!v	oze!v
עוֹזֵק	RWze!q	oze!k
עוֹזֵר	RWze!r	oze!r
עוֹזֶרֶת	RWzE!rEt	oze!ret
עוֹטֶה	RWTE!H	ote!
עוֹטֵף	RWTe!f	ote!f
עוֹטֵר	RWTe!r	ote!r
עֲוִיל	Ráwi!l	avi!l
עוֹיֵן	RWye!n	oje!n
עוֹיְנוּת	RWy3nu!t	ojnu!t
עָוִית	Rawi!t	avi!t
עֲוִיתִי	Ráwiti!	aviti!
עוֹכֵר	RWxe!r	oxe!r
עוּל	Ru!l	u!l
עִוֵּל	RI_we!l	ive!l
עָוֶל	Ra!wEl	a!vel
עוֹלֵב	RWle!v	ole!v
עוֹלֶה	RWlE!H	ole!
עַוְלָה	RAwla!H	avla!
עוֹלֵז	RWle!z	ole!z
עוֹלֵל	RWle!l	ole!l
עוֹלָל	RWla!l	ola!l
עוֹלָם	RWla!m	ola!m
עוֹלָמִי	RWlami!	olami!
עוֹלֵס	RWle!s	ole!s
עוֹלֵץ	RWle!Z	ole!ts
עוֹמֵד	RWme!d	ome!d
עוֹמֵם	RWme!m	ome!m
עוֹמֵס	RWme!s	ome!s
עוֹמֵץ	RWme!Z	ome!ts
עוֹנֵב	RWne!v	one!v
עוֹנֵד	RWne!d	one!d
עוֹנֶה	RWnE!H	one!
עוֹנָה	RWna!H	ona!
עוֹנֵן	RWne!n	one!n
עוֹנֵק	RWne!q	one!k
עוֹנֵשׁ	RWne!c	one!ʃ
עוֹנָתִי	RWnati!	onati!
עוֹסֵק	RWse!q	ose!k
עִוֵּעַ	RI_we!RÁ	ive!a
עוֹף	RW!f	o!f
עוֹפֵף	RWfe!f	ofe!f
עוֹפֶרֶת	RWfE!rEt	ofe!ret
עוֹצֵב	RWZe!v	otse!v
עוֹצֵם	RWZe!m	otse!m
עוֹצֵר	RWZe!r	otse!r
עוֹקֵב	RWqe!v	oke!v
עוֹקֵד	RWqe!d	oke!d
עוֹקֵם	RWqe!m	oke!m
עוֹקֵף	RWqe!f	oke!f
עוֹקֵץ	RWqe!Z	oke!ts
עוֹקְצָנוּת	RWq3Zanu!t	oktsanu!t
עוֹקְצָנִי	RWq3Zani!	oktsani!
עוֹקֵר	RWqe!r	oke!r
עוֹר	RW!r	o!r
עִוֵּר	RI_we!r	ive!r
עוֹרֵב	RWre!v	ore!v
עוֹרְבָנִי	RWr3vani!	orvani!
עוֹרֵג	RWre!g	ore!g
עִוָּרוֹן	RI_warW!n	ivaro!n
עוֹרִי	RWri!	ori!
עוֹרֵךְ	RWre!x	ore!x
עוֹרֵם	RWre!m	ore!m
עוֹרֵף	RWre!f	ore!f
עוֹרֵק	RWre!q	ore!k
עוֹרֵר	RWre!r	ore!r
עוֹרְרוּת	RWr3ru!t	oreru!t
עוֹרְרִין	RWr3ri!n	oreri!n
עוֹשֶׂה	RWSE!H	ose!
עוֹשֵׁק	RWce!q	oʃe!k
עִוֵּת	RI_we!t	ive!t
עֻוַּת	RU_wA!t	uva!t
עוֹתְמָאנִי	RWt3ma!Nni	otma!ni
עוֹתֵר	RWte!r	ote!r
עֵז	Re!z	e!z
עַז	RA!z	a!z
עָז	Ra!z	a!z
עֹז	Ro!z	o!z
עֲזָאזֵל	RázaNze!l	azaze!l
עָזַב	RazA!v	aza!v
עִזָּבוֹן	RI_zavW!n	izavo!n
עַזָּה	RA!_zaH	a!za
עָזוּב	Razu!v	azu!v
עֲזוּבָה	Rázuva!H	azuva!
עֱזוּז	Rézu!z	ezu!z
עָזוּר	Razu!r	azu!r
עֻזִּי	RU!_zi	u!zi
עֲזִיבָה	Ráziva!H	aziva!
עַזִּיז	RA_zi!z	azi!z
עֲזִירָה	Rázira!H	azira!
עׇזְנִיָּה	ROznI_ya!H	oznija!
עַזְפָּן	RAzpa!n	azpa!n
עִזֵּק	RI_ze!q	ize!k
עָזַק	RazA!q	aza!k
עֵזֶר	Re!zEr	e!zer
עָזַר	RazA!r	aza!r
עֶזְרָה	REzra!H	ezra!
עֵט	Re!T	e!t
עַט	RA!T	a!t
עָט	Ra!T	a!t
עִטָּה	RI_Ta!H	ita!
עָטָה	RaTa!H	ata!
עִטּוּי	RI_Tu!y	itu!j
עָטוּי	RaTu!y	atu!j
עִטּוּף	RI_Tu!f	itu!f
עָטוּף	RaTu!f	atu!f
עִטּוּר	RI_Tu!r	itu!r
עָטוּר	RaTu!r	atu!r
עִטּוּשׁ	RI_Tu!c	itu!ʃ
עֲטִיָּה	RáTI_ya!H	atija!
עָטִין	RaTi!n	ati!n
עָטִיף	RaTi!f	ati!f
עֲטִיפָה	RáTifa!H	atifa!
עֲטִישָׁה	RáTica!H	atiʃa!
עֲטַלֵּף	RáTA_le!f	atale!f
עָטַן	RaTA!n	ata!n
עִטֵּף	RI_Te!f	ite!f
עָטַף	RaTA!f	ata!f
עִטֵּר	RI_Te!r	ite!r
עָטַר	RaTA!r	ata!r
עֻטַּר	RU_TA!r	uta!r
עֲטָרָה	RáTara!H	atara!
עֲטֶרֶת	RáTE!rEt	ate!ret
עִטֵּשׁ	RI_Te!c	ite!ʃ
עָטַשׁ	RaTA!c	ata!ʃ
עַטֶּשֶׁת	RA_TE!cEt	ate!ʃet
עִי	Ri!	i!
עִידוּד	Ridu!d	idu!d
עִיּוּל	RI_yu!l	iju!l
עִיּוּן	RI_yu!n	iju!n
עָיוּן	Rayu!n	aju!n
עִיּוּנִי	RI_yuni!	ijuni!
עִיּוּף	RI_yu!f	iju!f
עָיוּף	Rayu!f	aju!f
עִיּוּר	RI_yu!r	iju!r
עִיּוּת	RI_yu!t	iju!t
עַיִט	RA!yIT	a!it
עֲיִינָה	Ráyina!H	ajina!
עֲיִיפָה	Ráyifa!H	ajifa!
עִיֵּל	RI_ye!l	ije!l
עִיֵּן	RI_ye!n	ije!n
עַיִן	RA!yIn	a!in
עָיַן	RayA!n	aja!n
עֵינִית	ReYni!t	ejni!t
עִיֵּף	RI_ye!f	ije!f
עָיֵף	Raye!f	aje!f
עָיַף	RayA!f	aja!f
עִיפָה	Rifa!H	ifa!
עֲיֵפוּת	Ráyefu!t	ajefu!t
עִיר	Ri!r	i!r
עִיֵּר	RI_ye!r	ije!r
עַיִר	RA!yIr	a!ir
עִירָאק	Rira!Nq	ira!k
עִירָאקִי	Rira!Nqi	ira!ki
עֲיָרָה	Ráyara!H	ajara!
עִירוֹנִי	RirWni!	ironi!
עִירוּר	Riru!r	iru!r
עִירִיָּה	RirI_ya!H	irija!
עִירִית	Riri!t	iri!t
עֵירֹם	ReYro!m	ero!m
עִירְנִיק	Ri!r3niq	i!rnik
עִכֵּב	RI_ke!v	ike!v
עֻכַּב	RU_kA!v	uka!v
עַכָּבָה	RA_kava!H	akava!
עַכָּבִישׁ	RA_kavi!c	akavi!ʃ
עַכְבָּר	RAxba!r	axba!r
עַכְבְּרוֹשׁ	RAxb3rW!c	axbero!ʃ
עַכְבָּרִי	RAxbari!	axbari!
עַכּוֹ	RA!_kW	a!ko
עִכּוּב	RI_ku!v	iku!v
עַכּוּז	RA_ku!z	aku!z
עִכּוּל	RI_ku!l	iku!l
עָכוּר	Raxu!r	axu!r
עֲכִירָה	Ráxira!H	axira!
עֲכִירוּת	Ráxiru!t	axiru!t
עִכֵּל	RI_ke!l	ike!l
עֻכַּל	RU_kA!l	uka!l
עַכְנַאי	RAxnA!Ny	axna!j
עִכֵּס	RI_ke!s	ike!s
עִכֵּר	RI_ke!r	ike!r
עָכַר	RaxA!r	axa!r
עַכְרוּרִי	RAxruri!	axruri!
עַכְרִירוּת	RAxriru!t	axriru!t
עַכְשָׁו	RAxca!w	axʃa!v
עַכְשׁוּב	RAxcu!v	axʃu!v
עִכְשׁוּו	RIxcu!w	ixʃu!v
עַכְשָׁוִי	RAxcawi!	axʃavi!
עַכְשָׁיו	RAxca!Yw	axʃa!v
עַל	RA!l	a!l
עָל	Ra!l	a!l
עֹל	Ro!l	o!l
עִלָּאוּת	RI_laQu!t	ilau!t
עִלָּאִי	RI_laQi!	ilai!
עָלַב	RalA!v	ala!v
עֶלְבּוֹן	RElbW!n	elbo!n
עִלֵּג	RI_le!g	ile!g
עִלְּגוּת	RI_l3gu!t	ilgu!t
עִלָּה	RI_la!H	ila!
עָלֶה	RalE!H	ale!
עָלָה	Rala!H	ala!
עָלוּב	Ralu!v	alu!v
עַלְוָה	RAlwa!H	alva!
עָלוּז	Ralu!z	alu!z
עִלּוּי	RI_lu!y	ilu!j
עָלוּי	Ralu!y	alu!j
עָלוּל	Ralu!l	alu!l
עִלּוּם	RI_lu!m	ilu!m
עָלוּם	Ralu!m	alu!m
עָלוֹן	RalW!n	alo!n
עִלּוּס	RI_lu!s	ilu!s
עִלּוּעַ	RI_lu!RÁ	ilu!a
עִלּוּף	RI_lu!f	ilu!f
עָלוּף	Ralu!f	alu!f
עֲלוּקָה	Ráluqa!H	aluka!
עֲלוּת	Rálu!t	alu!t
עִלּוּת	RI_lu!t	ilu!t
עָלֵז	Rale!z	ale!z
עָלַז	RalA!z	ala!z
עֲלָטָה	RálaTa!H	alata!
עֱלִי	Réli!	eli!
עִלִּי	RI_li!	ili!
עֲלִיבָה	Ráliva!H	aliva!
עֲלִיבוּת	Rálivu!t	alivu!t
עֲלִיָּה	RálI_ya!H	alija!
עֶלְיוֹן	RElyW!n	eljo!n
