repr	class	index	dotted	pos	root	affix	affix_allomorph	gender	number	comment	singular_suffix	plural_suffix	phonemic	paradigm	checked	is_foreign	latin
Zami!g	noun	0	צָמִיג	noun	Zmg	m_qa7i!l	-	z			-	im	tsami!g	b_paqid	true	false	Zami!g
zami!n	noun	0	זָמִין	noun	zmn	m_qa7i!l	-	z			-	im	zami!n	b_paqid	true	false	zami!n
zami!r	noun	0	זָמִיר	noun	zmr	m_qa7i!l	-	z			-	im	zami!r	b_paqid	true	false	zami!r
Zami!t	noun	0	צָמִית	noun	Zmt	m_qa7i!l	-	z			-	im	tsami!t	b_paqid	true	false	Zami!t
ZA_mo!nEt	noun	0	צַמֹּנֶת	noun		m_qA_7o!lEt	-	n	singulare_tantum		Et	Wt	tsamo!net		true	false	Zamo!net
zAmri!r	noun	0	זַמְרִיר	noun	zmr			z			-	im	zamri!r		false	false	zamri!r
ZAmriri!	noun	0	צַמְרִירִי	adjective	Zmr	s_i_adj	-	z			-	im	tsamriri!	b_i	false	false	Zamriri!
Zamu!d	noun	0	צָמוּד	beynoni	Zmd	m_qa7u!l	-	z	-		-	im	tsamu!d	b_paqid	true	false	Zamu!d
Zamu!jÁ	noun	0	צָמוּחַ	beynoni	Zmj	m_qa7u!l	-	z	-		-	im	tsamu!ax	b_paqid	true	false	Zamu!ac
zamu!m	noun	0	זָמוּם	beynoni	zmm	m_qa7u!l	-	z	-		-	im	zamu!m	b_paqid	true	false	zamu!m
Zamu!m	noun	0	צָמוּם	adjective	Zmm			z	-		-	im	tsamu!m		false	false	Zamu!m
Zamu!q	noun	0	צָמוּק	adjective	Zmq	m_qa7u!l		z	-		-	im	tsamu!k	b_paqid	false	false	Zamu!q
zamu!r	noun	0	זָמוּר	beynoni	zmr	m_qa7u!l	-	z	-		-	im	zamu!r	b_paqid	true	false	zamu!r
Zamu!t	noun	0	צָמוּת	beynoni	Zmt	m_qa7u!l	-	z	-		-	im	tsamu!t	b_paqid	true	false	Zamu!t
zAmz3ma!n	noun	0	זַמְזְמָן	noun		m_qA_73la!n		z			-	im	zamzema!n	b_dat	true	false	zamzema!n
zAmzA!m	noun	0	זַמְזַם	noun	zmzm	m_qAlqa!l	*A**A!*	z			-	im	zamza!m	b_binyan	true	false	zamza!m
ZAmZa!m	noun	0	צַמְצָם	noun	ZmZm	m_qAlqa!l	-	z			-	im	tsamtsa!m		true	false	ZamZa!m
ZAmZA!m	noun	0	צַמְצַם	noun	ZmZm			z			-	im	tsamtsa!m		false	false	ZamZa!m
za!n	noun	0	זָן	beynoni	zwn	m_qa!l		z	-		-	im	za!n		false	false	za!n
za!n	verb	0	זָן	verb	zwn	b_paal							za!n		false	false	za!n
zA!n	noun	0	זַן	noun				z		z3nim, z3neY	-	im	za!n	b_tof	false	false	za!n
ZanA!f	verb	0	צָנַף	verb	Znp	b_paal							tsana!f		false	false	Zana!f
zana!H	verb	0	זָנָה	verb	zny	b_paal							zana!		false	false	zana!
zanA!j	verb	0	זָנַח	verb	znj	b_paal							zana!x		false	false	zana!c
ZanA!j	verb	0	צָנַח	verb	Znj	b_paal							tsana!x		false	false	Zana!c
ZanA!n	verb	0	צָנַן	verb	Znn	b_paal							tsana!n		false	false	Zana!n
zA_nA!Ny	noun	0	זַנַּאי	noun	znh	m_qA_7a!l	*A_*A!N*	z			A!Ny	im	zana!y	b_sus	true	false	zana!y
zanA!q	verb	0	זָנַק	verb	znq	b_paal							zana!k		false	false	zana!q
ZanA!r	verb	0	צָנַר	verb	Znr	b_paal							tsana!r		false	false	Zana!r
zana!v	noun	0	זָנָב	noun	znv	m_qa7a!l	-	z			-	Wt	zana!v	b_zanav	true	false	zana!v
ZA_nE!rEt	noun	0	צַנֶּרֶת	noun	Znr	m_qA_7E!lEt	-	n			Et	Wt	tsane!ret		true	false	Zane!ret
zAnG3vi!l	noun	0	זַנְגְּבִיל	noun				z			-		zangêvi!l	b_sus	false		zang3vi!l
zani!jÁ	noun	0	זָנִיחַ	adjective	znj	m_qa7i!l	-	z			-	im	zani!ax	b_paqid	true	false	zani!ac
ZAnja!n	noun	0	צַנְחָן	noun	Znj	m_qA7la!n	-	z			-	im	tsanxa!n	b_dat	true	false	Zanca!n
Za!Nr	noun	0	צָאר	noun				z			-	im	tsa!r	f_atom	false	true	Za!r
ZAnTa!r	noun	0	צַנְתָּר	noun	Zntr			z			-	im	tsanta!r		false	false	Zanta!r
Zanu!f	noun	0	צָנוּף	beynoni	Znf	m_qa7u!l	-	z	-		-	im	tsanu!f	b_paqid	true	false	Zanu!f
zanu!jÁ	noun	0	זָנוּחַ	beynoni	znj	m_qa7u!l	-	z	-		-	im	zanu!ax	b_paqid	true	false	zanu!ac
Zanu!jÁ	noun	0	צָנוּחַ	beynoni	Znj	m_qa7u!l	-	z	-		-	im	tsanu!ax	b_paqid	true	false	Zanu!ac
Zanu!m	noun	0	צָנוּם	beynoni	Znm	m_qa7u!l	-	z	-		-	im	tsanu!m	b_paqid	true	false	Zanu!m
Zanu!RÁ	noun	0	צָנוּעַ	beynoni	ZnR	m_qa7u!l	-	z	-		-	im	tsanu!a	b_paqid	true	false	Zanu!â
zanu!y	noun	0	זָנוּי	beynoni	zny	m_qa7u!l	-	z	-		-	im	zanu!y	b_paqid	true	false	zanu!y
zAnva!n	noun	0	זַנְבָן	noun	znv			z			-	im	zanva!n	b_dat	false	false	zanva!n
zA!nzi_bar	fixed	0	זַנְזִיבָּר	properNoun				z					za!nzibar		false		za!nzibar
zAnzo!nEt	noun	0	זַנְזֹנֶת	noun		m_qA_7o!lEt	*A**o!*ET	n	singulare_tantum		Et	Wt	zanzo!net		true	false	zanzo!net
ZA_pA!jAt	noun	0	צַפַּחַת	noun	Zfj	m_qA_7E!lEt	-	n			Et	Wt	tsapa!xat		true	false	Zapa!cat
ZA_pa!r	noun	0	צַפָּר	noun	Zfr	m_qA_7a!l	-	z			-	im	tsapa!r	b_dat	true	false	Zapa!r
ZA_paru!t	noun	0	צַפָּרוּת	noun		s_ut		n			u!t	Wt	tsaparu!t	b_sus	false	false	Zaparu!t
zA_pa!t	noun	0	זַפָּת	noun	zft	m_qA_7a!l	-	z			-	im	zapa!t	b_dat	true	false	zapa!t
ZA_pE!dEt	noun	0	צַפֶּדֶת	noun	Zfd	m_qA_7E!lEt	-	n			Et	Wt	tsape!det		true	false	Zape!det
zA_pE!qEt	noun	0	זַפֶּקֶת	noun	zfq	m_qA_7E!lEt	-	n			Et	Wt	zape!ket	b_koteret	true	false	zape!qet
ZA_pE!qEt	noun	0	צַפֶּקֶת	noun	Zfq	m_qA_7E!lEt	-	n			Et	Wt	tsape!ket		true	false	Zape!qet
ZA_piji!t	noun	0	צַפִּיחִית	noun		s_it_noun		n			i!t	Wt	tsapixi!t	b_sus	true	false	Zapici!t
Za!q	noun	0	צָק	beynoni	Zwq	m_qa!l		z	-		-	im	tsa!k		false	false	Za!q
Za!q	verb	0	צָק	verb	Zwq	b_paal							tsa!k		false	false	Za!q
zAQá7u!7	noun	0	זַאֲטוּט	noun	zQT			z			-	im	zaatu!t	b_sus	false	false	zaaTu!T
zaqA!f	verb	0	זָקַף	verb	zqp	b_paal							zaka!f		false	false	zaqa!f
ZaQa!H	verb	0	צָאָה	verb	ZQy	b_paal							tsaa!		false	false	Zaa!
zaqa!n	noun	0	זָקָן	noun	zqn	m_qa7a!l	-	z	-		-	im	zaka!n		true	false	zaqa!n
zaqA!n	verb	0	זָקַן	verb	zqn	b_paal							zaka!n		false	false	zaqa!n
zaqA!q	verb	0	זָקַק	verb	zqq	b_paal							zaka!k		false	false	zaqa!q
zaqA!r	verb	0	זָקַר	verb	zqr	b_paal							zaka!r		false	false	zaqa!r
zaqe!n	noun	0	זָקֵן	noun	zqn			z			-	im	zake!n	b_zanav	false	false	zaqe!n
zaQE!vEt	noun	0	זָאֶבֶת	noun	zQv	m_qA_7E!lEt	*a*E!*Et	n			Et	Wt	zae!vet		true	false	zae!vet
zaqi!f	noun	0	זָקִיף	noun	zqf	m_qa7i!l	-	z			-	im	zaki!f	b_paqid	true	false	zaqi!f
zaqi!q	noun	0	זָקִיק	noun	zqq	m_qa7i!l	-	z			-	im	zaki!k	b_paqid	true	false	zaqi!q
zaqu!f	noun	0	זָקוּף	adjective	zqf	m_qa7u!l	-	z			-	im	zaku!f	b_paqid	false	false	zaqu!f
zaqu!n	noun	0	זָקוּן	beynoni	zqn	m_qa7u!l	-	z	-		-	im	zaku!n	b_paqid	true	false	zaqu!n
Zaqu!n	noun	0	צָקוּן	beynoni	Zwq		-	z	-		-	im	tsaku!n	b_paqid	true	false	Zaqu!n
zaqu!q	noun	0	זָקוּק	adjective	zqq	m_qa7u!l		z	-		-	im	zaku!k	b_paqid	false	false	zaqu!q
zaqu!r	noun	0	זָקוּר	beynoni	zqr	m_qa7u!l	-	z	-		-	im	zaku!r	b_paqid	true	false	zaqu!r
ZaQu!y	noun	0	צָאוּי	adjective	ZQy	m_qa7u!l		z	-		-	im	tsau!y	b_paqid	false	false	Zau!y
ZAqZ3qa!n	noun	0	צַקְצְקָן	noun		m_qA_73la!n		z			-	im	tsaktseka!n	b_dat	true	false	ZaqZeqa!n
za!r	noun	0	זָר	adjective	zwr			z	-		-	im	za!r		false	false	za!r
za!r	verb	0	זָר	verb	zwr	b_paal							za!r		false	false	za!r
za!R	noun	0	זָע	beynoni	zwR	m_qa!l		z	-		-	im	za!		false	false	zâ!
za!R	verb	0	זָע	verb	zwR	b_paal							za!		false	false	zâ!
Za!r	noun	0	צָר	beynoni	Zwr	m_qa!l		z	-		-	im	tsa!r		false	false	Za!r
Za!r	verb	0	צָר	verb	Zwr	b_paal							tsa!r		false	false	Za!r
ZA!r	noun	0	צַר	adjective	Zrr			z	-		-	im	tsa!r		false	false	Za!r
ZA!r	verb	0	צַר	verb	Zrr	b_paal							tsa!r		false	false	Za!r
Zar3fA!t	fixed	0	צָרְפַת	properNoun									tsarfa!t		false	false	Zarfa!t
Zar3fati!	noun	0	צָרְפָתִי	adjective		s_i_adj		z			-	im	tsarfati!	b_i	false	false	Zarfati!
Zar3fati!t	fixed	0	צָרְפָתִית	properNoun		s_it_lang							tsarfati!t		false	false	Zarfati!t
Zar3fWqA!Qi	noun	0	צָרְפוֹקַאִי	adjective				z			-	im	tsarfoka!i		false	false	Zarfoqa!i
zarA!d	verb	0	זָרַד	verb	zrd	b_paal							zara!d		false	false	zara!d
ZaRA!d	verb	0	צָעַד	verb	ZRd	b_paal							tsaa!d		false	false	Zaâ!d
ZA!RAd	noun	0	צַעַד	noun	ZRd	m_qE!7El	*A!*A*	z			-	im	tsa!ad	b_baal	true	false	Za!âd
zaRA!f	verb	0	זָעַף	verb	zRp	b_paal							zaa!f		false	false	zaâ!f
zA!RAf	noun	0	זַעַף	noun	zRf	m_qE!7El	*A!*A*	z			-		za!af	b_derex	true	false	za!âf
ZarA!f	verb	0	צָרַף	verb	Zrp	b_paal							tsara!f		false	false	Zara!f
ZaRA!f	verb	0	צָעַף	verb	ZRp	b_paal							tsaa!f		false	false	Zaâ!f
zARáfa!n	noun	0	זַעֲפָן	noun	zRf	m_qA7la!n	-	z			-	im	zaafa!n	b_dat	true	false	zaâfa!n
zARáfani!	noun	0	זַעֲפָנִי	adjective		s_i_adj		z			-	im	zaafani!	b_i	false	false	zaâfani!
zARáfanu!t	noun	0	זַעֲפָנוּת	noun		s_ut		n			u!t	Wt	zaafanu!t	b_sus	false	false	zaâfanu!t
zara!H	verb	0	זָרָה	verb	zry	b_paal							zara!		false	false	zara!
Zara!H	noun	0	צָרָה	noun	Zrr			n			a!H	Wt	tsara!		false	false	Zara!
ZaRa!H	verb	0	צָעָה	verb	ZRy	b_paal							tsaa!		false	false	Zaâ!
Zara!H Z3rura!H	noun	0	צָרָה צְרוּרָה	noun									tsara! tsrura!		false		Zara! Zrura!
zarA!j	verb	0	זָרַח	verb	zrj	b_paal							zara!x		false	false	zara!c
ZarA!j	verb	0	צָרַח	verb	Zrj	b_paal							tsara!x		false	false	Zara!c
zarA!m	verb	0	זָרַם	verb	zrm	b_paal							zara!m		false	false	zara!m
zaRA!m	verb	0	זָעַם	verb	zRm	b_paal							zaa!m		false	false	zaâ!m
zA!RAm	noun	0	זַעַם	noun	zRm	m_qE!7El	*A!*A*	z			-		za!am	b_derex	true	false	za!âm
ZarA!m	verb	0	צָרַם	verb	Zrm	b_paal							tsara!m		false	false	Zara!m
zARáma!n	noun	0	זַעֲמָן	noun		m_qA7la!n	-	z			-	im	zaama!n	b_dat	true	false	zaâma!n
ZaRA!n	verb	0	צָעַן	verb	ZRn	b_paal							tsaa!n		false	false	Zaâ!n
zara!Q	noun	0	זָרָא	noun		m_qa7a!l	-	z			-		zara!	b_tsava	true	false	zara!
zarA!q	verb	0	זָרַק	verb	zrq	b_paal							zara!k		false	false	zara!q
zaRA!q	verb	0	זָעַק	verb	zRq	b_paal							zaa!k		false	false	zaâ!q
ZaRA!q	verb	0	צָעַק	verb	ZRq	b_paal							tsaa!k		false	false	Zaâ!q
zARáqa!n	noun	0	זַעֲקָן	noun	zRq	m_qA7la!n	-	z			-	im	zaaka!n	b_dat	true	false	zaâqa!n
ZARáqa!n	noun	0	צַעֲקָן	noun	ZRq	m_qA7la!n	-	z			-	im	tsaaka!n	b_dat	true	false	Zaâqa!n
ZARáqani!	noun	0	צַעֲקָנִי	adjective		s_i_adj		z			-	im	tsaakani!	b_i	false	false	Zaâqani!
ZaRA!q jama!s	verb	0	זָעַק חָמָס	verb									tsaa!k xama!s		false	false	Zaâ!q cama!s
zarA!r	verb	0	זָרַר	verb	zrr	b_paal							zara!r		false	false	zara!r
zarA!R	verb	0	זָרַע	verb	zrR	b_paal							zara!		false	false	zarâ!
ZarA!r	verb	0	צָרַר	verb	Zrr	b_paal							tsara!r		false	false	Zara!r
ZaRA!r	verb	0	צָעַר	verb	ZRr	b_paal							tsaa!r		false	false	Zaâ!r
ZA!RAr	noun	0	צַעַר	noun	ZRr	m_qE!7El	*A!*A*	z			-	im	tsa!ar	b_baal	true	false	Za!âr
ZarA!RAt	noun	0	צָרַעַת	noun	ZrR	m_qA_7E!lEt	*a*A!*At	n			Et	Wt	tsara!at		true	false	Zara!ât
zARáruri!	noun	0	זַעֲרוּרִי	adjective	zRr	s_i_adj	-	z			-	im	zaaruri!	b_i	false	false	zaâruri!
zARárurI_yu!t	noun	0	זַעֲרוּרִיּוּת	noun		s_ut		n			u!t	Wt	zaaruriyu!t	b_sus	false	false	zaâruriyu!t
zarA!v	verb	0	זָרַב	verb	zrb	b_paal							zara!v		false	false	zara!v
ZarA!v	verb	0	צָרַב	verb	Zrb	b_paal							tsara!v		false	false	Zara!v
ZarA!x	verb	0	צָרַךְ	verb	Zrk	b_paal							tsara!x		false	false	Zara!x
zara!z	noun	0	זָרָז	noun		m_qa7a!l	-	z			-	im	zara!z		true	false	zara!z
zARázu!RÁ	noun	0	זַעֲזוּעַ	noun	zRzR	m_qA_7u!l	-	z			-	im	zaazu!a	b_sus	true	false	zaâzu!â
ZARáZu!RÁ	noun	0	צַעֲצוּעַ	noun	ZRZR	m_qA_7u!l	-	z			-	im	tsaatsu!a		true	false	ZaâZu!â
zARázu!RÁ mW!jÁ	noun	0	זַעֲזוּעַ מוֹחַ	noun									zaazu!a mo!ax		false	false	zaâzu!â mo!ac
zArbuvi!t	noun	0	זַרְבּוּבִית	noun	zrv			n			i!t	Wt	zarbuvi!t	b_sus	false	false	zarbuvi!t
ZarE!dEt	noun	0	צָרֶדֶת	noun	Zrd	m_qA_7E!lEt	*a*E!*Et	n			Et	Wt	tsare!det		true	false	Zare!det
zaRe!f	noun	0	זָעֵף	adjective	zRf			z	-		-	im	zae!f		false	false	zaê!f
ZarE!vEt	noun	0	צָרֶבֶת	noun	Zrv	m_qA_7E!lEt	*a*E!*Et	n			Et	Wt	tsare!vet		true	false	Zare!vet
ZArfati!t	fixed	0	צַרְפָּתִית	properNoun		s_it_lang		n					tsarfati!t		true		Zarfati!t
ZaRi!f	noun	0	צָעִיף	noun	ZRf	m_qa7i!l	-	z			-	im	tsai!f	b_paqid	true	false	Zaî!f
zaRi!r	noun	0	זָעִיר	adjective	zRr	m_qa7i!l	-	z			-	im	zai!r	b_paqid	true	false	zaî!r
ZaRi!r	noun	0	צָעִיר	adjective	ZRr	m_qa7i!l	-	z	-		-	im	tsai!r	b_paqid	false	false	Zaî!r
zari!RÁ	noun	0	זָרִיעַ	adjective	zrR	m_qa7i!l	-	z			-	im	zari!a	b_paqid	true	false	zari!â
Zari!x	noun	0	צָרִיךְ	noun	Zrx	m_qa7i!l	-	z			-	im	tsari!x	b_paqid	true	false	Zari!x
zari!z	noun	0	זָרִיז	adjective	zrz	m_qa7i!l	-	z			-	im	zari!z	b_paqid	true	false	zari!z
zArja!H	noun	0	זַרְחָה	noun	zrj	m_qA7la!H	-	n			-		zarxa!	b_yalda	true	false	zarca!
zArja!n	noun	0	זַרְחָן	noun	zrj	m_qA7la!n	-	z			-	im	zarxa!n	b_dat	true	false	zarca!n
ZArja!n	noun	0	צַרְחָן	noun	Zrj	m_qA7la!n	-	z			-	im	tsarxa!n	b_dat	true	false	Zarca!n
zArjani!	noun	0	זַרְחָנִי	adjective		s_i_adj		z			-	im	zarxani!	b_i	false	false	zarcani!
zArjati!	noun	0	זַרְחָתִי	adjective		s_i_adj		z			-	im	zarxati!	b_i	false	false	zarcati!
zArnu!q	noun	0	זַרְנוּק	noun		m_qA_7u!l	-	z			-	im	zarnu!k	b_sus	true	false	zarnu!q
zArqa!n	noun	0	זַרְקָן	noun	zrq	m_qA7la!n	-	z			-	im	zarka!n	b_dat	true	false	zarqa!n
zA!rqaQ	noun	0	זַרְקָא	noun				z			-		za!rka		false	false	za!rqa
zArqW!r	noun	0	זַרְקוֹר	noun				z			-	im	zarko!r	b_sus	false	false	zarqo!r
ZA!r RA!yIn	noun	0	צַר עַיִן	adjective				z					tsa!r a!yin		false	false	Za!r â!yin
zA!RTar	noun	0	זַעְתָּר	noun				z			-		za!tar		false		zâ!tar
Zaru!d	noun	0	צָרוּד	adjective	Zrd	m_qa7u!l	-	z			-	im	tsaru!d	b_paqid	false	false	Zaru!d
ZaRu!d	noun	0	צָעוּד	beynoni	ZRd	m_qa7u!l	-	z	-		-	im	tsau!d	b_paqid	true	false	Zaû!d
zaRu!f	noun	0	זָעוּף	beynoni	zRf	m_qa7u!l	-	z	-		-	im	zau!f	b_paqid	true	false	zaû!f
Zaru!f	noun	0	צָרוּף	beynoni	Zrf	m_qa7u!l	-	z	-		-	im	tsaru!f	b_paqid	true	false	Zaru!f
ZaRu!f	noun	0	צָעוּף	adjective	ZRf	m_qa7u!l		z	-		-	im	tsau!f	b_paqid	false	false	Zaû!f
zaru!jÁ	noun	0	זָרוּחַ	beynoni	zrj	m_qa7u!l	-	z	-		-	im	zaru!ax	b_paqid	true	false	zaru!ac
zaru!m	noun	0	זָרוּם	beynoni	zrm	m_qa7u!l	-	z	-		-	im	zaru!m	b_paqid	true	false	zaru!m
zaRu!m	noun	0	זָעוּם	beynoni	zRm	m_qa7u!l	-	z	-		-	im	zau!m	b_paqid	true	false	zaû!m
Zaru!m	noun	0	צָרוּם	beynoni	Zrm	m_qa7u!l	-	z	-		-	im	tsaru!m	b_paqid	true	false	Zaru!m
zaru!q	noun	0	זָרוּק	beynoni	zrq	m_qa7u!l	-	z	-		-	im	zaru!k	b_paqid	true	false	zaru!q
zaRu!q	noun	0	זָעוּק	beynoni	zRq	m_qa7u!l	-	z	-		-	im	zau!k	b_paqid	true	false	zaû!q
ZaRu!q	noun	0	צָעוּק	beynoni	ZRq	m_qa7u!l	-	z	-		-	im	tsau!k	b_paqid	true	false	Zaû!q
Zaru!r	noun	0	צָרוּר	beynoni	Zrr	m_qa7u!l	-	z	-		-	im	tsaru!r	b_paqid	true	false	Zaru!r
zaru!RÁ	noun	0	זָרוּעַ	adjective	zrR	m_qa7u!l	-	z			-	im	zaru!a	b_paqid	false	false	zaru!â
Zaru!RÁ	noun	0	צָרוּעַ	adjective	ZrR			z	-		-	im	tsaru!a		false	false	Zaru!â
zaru!t	noun	0	זָרוּת	noun		s_ut		n			u!t	Wt	zaru!t	b_sus	false	false	zaru!t
Zaru!t	noun	0	צָרוּת	noun		s_ut		n			u!t	Wt	tsaru!t	b_sus	false	false	Zaru!t
Zaru!t mWji!n	noun	0	צָרוּת מוֹחִין	noun									tsaru!t moxi!n		false	false	Zaru!t moci!n
Zaru!t RA!yIn	noun	0	צָרוּת עַיִן	noun									tsaru!t a!yin		false	false	Zaru!t â!yin
Zaru!v	noun	0	צָרוּב	beynoni	Zrv	m_qa7u!l	-	z	-		-	im	tsaru!v	b_paqid	true	false	Zaru!v
Zaru!x	noun	0	צָרוּךְ	beynoni	Zrx	m_qa7u!l	-	z	-		-	im	tsaru!x	b_paqid	true	false	Zaru!x
zaru!y	noun	0	זָרוּי	beynoni	zry	m_qa7u!l	-	z	-		-	im	zaru!y	b_paqid	true	false	zaru!y
Zaru!y	noun	0	צָרוּי	adjective	Zry			z	-		-	im	tsaru!y		false	false	Zaru!y
ZArva!n	noun	0	צַרְבָן	noun		m_qA7la!n	-	z			-	im	tsarva!n	b_dat	true	false	Zarva!n
ZArx3nI_ya!H	noun	0	צַרְכְנִיָּה	noun		s_iya_place		n			a!H	Wt	tsarxeniya!	b_sus	true	false	Zarxeniya!
ZArxa!n	noun	0	צַרְכָן	noun	Zrx	m_qA7la!n	-	z			-	im	tsarxa!n	b_dat	true	false	Zarxa!n
ZArxani!	noun	0	צַרְכָנִי	adjective		s_i_adj		z			-	im	tsarxani!	b_i	false		Zarxani!
ZArxanI_ya!H	noun	0	צַרְכָנִיָּה	noun	Zrx			n	-		a!H	Wt	tsarxaniya!		false	false	Zarxaniya!
ZArZ3ra!n	noun	0	צַרְצְרָן	noun		m_qA_73la!n		z			-	im	tsartsera!n	b_dat	true	false	ZarZera!n
zArzi!f	noun	0	זַרְזִיף	noun	zrzf			z			-		zarzi!f	b_sus	false	false	zarzi!f
zArzi!r	noun	0	זַרְזִיר	noun	zrzr			z			-	im	zarzi!r	b_sus	false	false	zarzi!r
za!v	noun	0	זָב	beynoni	zwb	m_qa!l		z	-		-	im	za!v	b_dat	false	false	za!v
za!v	verb	0	זָב	verb	zwb	b_paal							za!v		false	false	za!v
Za!v	noun	0	צָב	noun	Zvv			z			-	im	tsa!v		false	false	Za!v
ZAv7a!n	noun	0	צַבְטָן	noun	ZvT	m_qA7la!n	-	z			-	im	tsavta!n	b_dat	true	false	ZavTa!n
ZavA!7	verb	0	צָבַט	verb	ZbT	b_paal							tsava!t		false	false	Zava!T
zavA!d	verb	0	זָבַד	verb	zbd	b_paal							zava!d		false	false	zava!d
Zava!H	verb	0	צָבָה	verb	Zby	b_paal							tsava!		false	false	Zava!
zavA!j	verb	0	זָבַח	verb	zbj	b_paal							zava!x		false	false	zava!c
zavA!l	verb	0	זָבַל	verb	zbl	b_paal							zava!l		false	false	zava!l
Zava!Q	noun	0	צָבָא	noun	ZvQ	m_qa7a!l	-	z			-	Wt	tsava!		true	false	Zava!
ZavA!r	verb	0	צָבַר	verb	Zbr	b_paal							tsava!r		false	false	Zava!r
ZavA!R	verb	0	צָבַע	verb	ZbR	b_paal							tsava!		false	false	Zavâ!
ZavA!r T3QuZa!H	verb	0	צָבַר תְּאוּצָה	verb									tsava!r teutsa!		false	false	Zava!r teuZa!
ZavA!t	verb	0	צָבַת	verb	Zbt	b_paal							tsava!t		false	false	Zava!t
ZavE!H	noun	0	צָבֶה	beynoni	Zby	m_qa7e!l		z	-		E!H	im	tsave!		false	false	Zave!
zA!v jo!7Em	noun	0	זַב חֹטֶם	adjective				z					za!v xo!tem		false	false	za!v co!Tem
ZAvta!n	noun	0	צַבְתָן	noun	Zvt			z			-	im	tsavta!n		false	false	Zavta!n
Zavu!7	noun	0	צָבוּט	beynoni	ZvT	m_qa7u!l	-	z	-		-	im	tsavu!t	b_paqid	true	false	Zavu!T
zavu!jÁ	noun	0	זָבוּחַ	beynoni	zvj	m_qa7u!l	-	z	-		-	im	zavu!ax	b_paqid	true	false	zavu!ac
Zavu!Q	noun	0	צָבוּא	beynoni	ZvQ	m_qa7u!l	-	z	-		-	im	tsavu!	b_paqid	true	false	Zavu!
Zavu!r	noun	0	צָבוּר	beynoni	Zvr	m_qa7u!l	-	z	-		-	im	tsavu!r	b_paqid	true	false	Zavu!r
Zavu!RÁ	noun	0	צָבוּעַ	adjective	ZvR	m_qa7u!l	-	z			-	im	tsavu!a	b_paqid	false	false	Zavu!â
Zavu!t	noun	0	צָבוּת	beynoni	Zvt	m_qa7u!l	-	z	-		-	im	tsavu!t	b_paqid	true	false	Zavu!t
Zavu!y	noun	0	צָבוּי	beynoni	Zvy	m_qa7u!l	-	z	-		-	im	tsavu!y	b_paqid	true	false	Zavu!y
ZavW!RÁ	noun	0	צָבוֹעַ	noun	ZvR			z			-	im	tsavo!a		false	false	Zavo!â
ZA!w	noun	0	צַו	noun	Zwy			z			-	im	tsa!v		false	false	Za!w
ZawA!j	verb	0	צָוַח	verb	Zwj	b_paal							tsava!x		false	false	Zawa!c
ZA_wa!Nr	noun	0	צַוָּאר	noun	Zwr			z			-	im	tsava!r		false	false	Zawa!r
ZA_wA!Nr bAqbu!q	noun	0	צַוַּאר בַּקְבּוּק	noun									tsava!r bakbu!k		false		Zawa!r baqbu!q
ZA_wA!Nr hArE!jEm	noun	0	צַוַּאר הַרֶחֶם	noun									tsava!r hare!xem		false	false	Zawa!r hare!cem
ZA_waNrW!n	noun	0	צַוָּארוֹן	noun	Zwr			z			-	im	tsavaro!n		false	false	Zawaro!n
ZA_waNrW!n kajo!l	noun	0	צַוָּארוֹן כָּחֹל	noun									tsavaro!n kaxo!l		false	false	Zawaro!n kaco!l
ZA_waNrW!n lava!n	noun	0	צַוָּארוֹן לָבָן	noun									tsavaro!n lava!n		false		Zawaro!n lava!n
ZA_waNrW!n nIgla!l	noun	0	צַוָּארוֹן נִגְלָל	noun									tsavaro!n nigla!l		false		Zawaro!n nigla!l
ZA_waNrW!n waro!d	noun	0		noun				z					tsavaro!n varo!d		false		Zawaro!n waro!d
ZA_waQa!H	noun	0	צַוָּאָה	noun	ZwQ	m_qA_7ala!H	-	n	-		a!H	Wt	tsavaa!		true	false	Zawaa!
ZA_waQrW!n	noun	0	צַוָּארוֹן	noun		s_Wn		z			-	im	tsavaro!n	b_sus	true	false	Zawaro!n
zawe!RÁ	noun	0	זָוֵעַ	adjective	zwR			z	-		-	im	zave!a		false	false	zawe!â
ZA!w hA_caRa!H	noun	0	צַו הַשָּׁעָה	noun									tsa!v hacaa!		false	false	Za!w haSaâ!
zawi!t	noun	0	זָוִית	noun	zwy	m_qa7i!l	-	n			-	Wt	zavi!t	b_paqid	true	false	zawi!t
zawi!t hAtqafa!H	noun	0		noun				n					zavi!t hatkafa!		false		zawi!t hatqafa!
zawiti!	noun	0	זָוִיתִי	adjective				z			-	im	zaviti!	b_i	false	false	zawiti!
zawi!t jA_Da!H	noun	0	זָוִית חַדָּה	noun									zavi!t xada!		false	false	zawi!t cada!
zawitW!n	noun	0	זָוִיתוֹן	noun	zwy			z			-	im	zavito!n	b_sus	false	false	zawito!n
zawi!t y3cara!H	noun	0		noun				n					zavi!t yecara!		false	false	zawi!t yeSara!
ZAwja!n	noun	0	צַוְחָן	noun	Zwj	m_qA7la!n	-	z			-	im	tsavxa!n	b_dat	true	false	Zawca!n
ZAwjani!	noun	0	צַוְחָנִי	adjective		s_i_adj		z			-	im	tsavxani!	b_i	false	false	Zawcani!
ZA!w m3niRa!H	noun	0	צַו מְנִיעָה	noun									tsa!v menia!		false	false	Za!w meniâ!
